Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[12922401.8032736],[2.82623523]
150,[5495587.76053838],[-49.32748273]
250,[4197953.52526193],[-59.68098941]
350,[3652491.88170424],[-63.54284346]
450,[3061690.7226449],[-68.45253073]
550,[2659074.81619195],[-71.98679564]
650,[2297045.86800606],[-74.99739254]
750,[2016869.45277756],[-77.10631986]
850,[1819463.88319328],[-82.3477371]
950,[1674167.19369913],[-86.22105117]
1050,[1566483.58764862],[-90.32282464]
