Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[17673085.92477104],[-67.91367423]
150,[8445433.78662982],[-68.10586478]
250,[5491504.73277814],[-76.3911736]
350,[4142530.14841185],[-82.94524661]
450,[3325609.04927612],[-87.43992631]
550,[2793345.54435357],[-91.13838215]
650,[2341699.84323786],[-94.66767103]
750,[2031728.9262927],[-97.8622825]
850,[1778648.5657537],[-101.20129954]
950,[1628807.98467299],[-103.22592051]
1050,[1487188.26401431],[-106.70503856]
