Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
500,[3070109.99505346],[-92.36010939]
600,[2562470.78898722],[-95.24606924]
700,[2232027.23293622],[-100.108549]
800,[1958273.97597244],[-102.96821956]
900,[1704419.5945547],[-107.15001304]
1000,[1535545.77816742],[-110.90013222]
1100,[1372098.14121322],[-114.70991534]
