Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
500,[2926915.98722341],[-89.47731472]
600,[2462807.17065623],[-93.13106364]
700,[2126408.0393606],[-97.72651894]
800,[1879853.40560072],[-99.47728973]
900,[1629754.13213744],[-102.99592739]
1000,[1488536.67659271],[-106.07657354]
1100,[1320802.19786356],[-109.01324277]
