Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[21492505.01563606],[-63.88403626]
150,[8605753.67144062],[-68.65212619]
250,[5528711.97670442],[-76.93879919]
350,[4152104.28444521],[-82.92793973]
450,[3344784.0256942],[-87.05028722]
550,[2772692.76871022],[-91.0023746]
650,[2336319.26437162],[-94.87847728]
750,[2034472.42611889],[-97.81126488]
850,[1777924.86682721],[-100.79245068]
950,[1627712.78372982],[-103.12994578]
1050,[1481073.28385709],[-106.01955701]
