Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[2854946.60668078],[-13.40063691]
150,[5307791.84443623],[-48.67872103]
250,[4233214.99081734],[-59.10387011]
350,[3621468.53908371],[-64.04056712]
450,[3089774.34801899],[-69.30607373]
550,[2662848.76235862],[-71.74067883]
650,[2287964.31265665],[-75.77574282]
750,[2024882.56716176],[-77.20301268]
850,[1819471.37292143],[-83.21440035]
950,[1681740.44815352],[-87.43850654]
1050,[1517228.37019132],[-89.85382557]
