Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
500,[3059082.83046006],[-81.15499812]
600,[2587479.33637161],[-85.48648533]
700,[2222140.19175997],[-89.47142263]
800,[1994369.79960332],[-91.76828926]
900,[1756763.22882348],[-99.85454087]
1000,[1588404.94450246],[-105.63055697]
1100,[1422273.18392164],[-110.04597416]
