Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[19316887.28527971],[-28.51435758]
150,[7600671.62656718],[-63.01673509]
250,[5348341.75738841],[-70.58478691]
350,[4094712.04174074],[-74.0601311]
450,[3359956.75639693],[-78.9913409]
550,[2796669.53970126],[-82.95043867]
650,[2380955.03408987],[-86.1927008]
750,[2093310.66464748],[-89.69879506]
850,[1855264.66076891],[-97.22137415]
950,[1687640.02354286],[-102.67559707]
1050,[1533587.70150807],[-108.7297352]
