Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[20429587.43421661],[-45.81431643]
150,[7213411.37094318],[-62.51642314]
250,[5258917.06040213],[-71.63823301]
350,[4120185.17796843],[-76.11585832]
450,[3363676.1984564],[-79.17510911]
550,[2799519.9413985],[-82.59110628]
650,[2380120.0428805],[-86.20320235]
750,[2090304.68333253],[-91.24364674]
850,[1850413.8848044],[-96.95991259]
950,[1684596.25273288],[-103.28509953]
1050,[1517269.26076497],[-107.20914675]
