Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[20676854.64712997],[-22.88424466]
150,[7854636.78829581],[-59.40001023]
250,[5572881.04882797],[-70.50089276]
350,[4408982.33600139],[-78.1444838]
450,[3773096.28480264],[-89.5638464]
550,[2844747.14166629],[-93.00654903]
650,[2618666.89639179],[-97.95835817]
750,[2389580.35403024],[-99.12989534]
850,[2091297.70270676],[-103.27623116]
950,[1873370.83275015],[-108.34685391]
1050,[1610402.28201346],[-112.22655674]
