Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
500,[2882241.10383217],[-70.69127734]
600,[2459708.34966446],[-73.17114054]
700,[2271823.49532938],[-77.78712161]
800,[1962936.05217156],[-80.702628]
900,[1738384.00709223],[-88.13735085]
1000,[1579020.96495987],[-91.22863814]
1100,[1420585.97323556],[-94.76000792]
