Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
500,[2997887.14253843],[-88.66993611]
600,[2511025.02239737],[-92.63746937]
700,[2175438.13282095],[-96.56184687]
800,[1932205.39192737],[-99.91313318]
900,[1686018.76202725],[-103.93358257]
1000,[1529754.84734826],[-107.39492831]
1100,[1373210.71187081],[-110.91454225]
