Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[18704069.64616935],[-23.51157584]
150,[6951338.64826259],[-54.15365726]
250,[5101319.18823534],[-67.35964671]
350,[4060880.07473443],[-73.81160076]
450,[3384688.95389325],[-80.4177651]
550,[2845329.17803573],[-85.2891467]
650,[2447965.03279864],[-91.13601446]
750,[2105904.66368973],[-95.6006051]
850,[1845619.21777173],[-98.71261379]
950,[1680083.60047272],[-101.20896676]
1050,[1559448.00663082],[-104.48160254]
