Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
500,[3002231.55977772],[-89.20227326]
600,[2533647.7323633],[-92.83402379]
700,[2201629.91104663],[-98.12726854]
800,[1925681.54819812],[-100.18486239]
900,[1686367.19623638],[-103.79143367]
1000,[1536405.30009348],[-107.20165925]
1100,[1370185.7723728],[-110.82342308]
