Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
500,[3878932.90226323],[-87.35198312]
600,[3187202.43905635],[-91.34432845]
700,[2700844.52508188],[-96.23080293]
800,[2377949.08367238],[-99.18036494]
900,[2025974.84894138],[-103.46668185]
1000,[1896075.84319127],[-106.19974517]
1100,[1445165.69247654],[-106.34491199]
