Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[14570391.20588035],[-2.06192405]
150,[5509340.57486043],[-53.94774601]
250,[4492332.46673597],[-61.19724797]
350,[3666538.38599732],[-65.95034675]
450,[3109707.74987435],[-68.92468279]
550,[2660281.64691855],[-71.57098954]
650,[2285617.37123175],[-74.84757356]
750,[2025584.83612974],[-78.73012934]
850,[1833768.32108353],[-84.63243317]
950,[1681515.87801866],[-87.6196045]
1050,[1520087.25271748],[-90.85567659]
