Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
500,[2397367.4962681],[-72.35115152]
600,[2082669.45721078],[-77.68874977]
700,[1837346.83909735],[-82.17114848]
800,[1680978.60412129],[-83.91499687]
900,[1490461.52507508],[-88.01369561]
1000,[1360090.27155658],[-91.45076746]
1100,[1237611.23571889],[-93.80907825]
