Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[20151019.00448491],[-13.79403432]
150,[7752580.36819038],[-50.42435674]
250,[5257672.47567911],[-65.39628917]
350,[4005952.36160694],[-73.44195695]
450,[3182736.86223471],[-79.24956441]
550,[2656973.07172157],[-84.24456716]
650,[2240022.9934359],[-88.87351498]
750,[1930263.93839743],[-91.41541293]
850,[1696154.60785831],[-95.27662254]
950,[1543866.79360807],[-97.44756961]
1050,[1388769.60725992],[-100.5054654]
