Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[11591008.30433163],[1.15257088]
150,[8297095.76413957],[-44.19784023]
250,[5892203.29097288],[-58.14357393]
350,[4478529.71573549],[-68.88032359]
450,[4289928.73214828],[-83.6929344]
550,[3437416.87163092],[-87.73944672]
650,[2959093.19903662],[-92.7623096]
750,[2632382.13262515],[-96.56562113]
850,[2186926.45634795],[-100.88630563]
950,[2034194.36119075],[-102.59061548]
1050,[1549292.25832879],[-102.32613023]
