Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[16045211.85491034],[-68.77408547]
150,[7734310.96183034],[-67.90233595]
250,[5280896.89913386],[-76.117765]
350,[4010482.04032282],[-81.83267476]
450,[3226364.73944745],[-86.78039206]
550,[2701332.3910751],[-91.11674409]
650,[2279081.47964976],[-95.26083031]
750,[1980174.61552019],[-98.47360554]
850,[1723288.84172434],[-101.43685603]
950,[1582723.30401221],[-103.52279128]
1050,[1454906.93489281],[-107.31356929]
