Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[2738.78793346],[-7.5996514]
150,[2503.96872156],[-4.66573315]
250,[2526.59388642],[-5.46267843]
350,[2486.13895158],[-6.90319744]
450,[2498.29140034],[-8.27639558]
550,[2498.9878355],[-9.67263482]
650,[2465.57731571],[-11.38535539]
750,[2471.25023346],[-12.79313707]
850,[2459.59234796],[-14.52272377]
950,[2463.47564797],[-15.87231341]
1050,[2448.90607644],[-17.2879921]
