Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[24033.9381815],[17.75083029]
150,[2487.83311813],[-4.42241823]
250,[2503.72120093],[-5.65356736]
350,[2479.84612883],[-6.87387122]
450,[2481.07843587],[-8.28282987]
550,[2485.48739928],[-9.6987832]
650,[2474.93112078],[-11.40011577]
750,[2464.09207612],[-12.96919299]
850,[2476.75898125],[-14.51224907]
950,[2454.44408924],[-15.90073652]
1050,[2428.45996142],[-17.30259837]
