Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[14741522.59822882],[-55.97250533]
150,[7589383.37802902],[-66.55948171]
250,[5093243.66150409],[-76.27331454]
350,[3858544.85052937],[-81.60610846]
450,[3117575.44668704],[-85.1801291]
550,[2595504.63408382],[-89.62533237]
650,[2199230.42308313],[-93.79840851]
750,[1927767.28017474],[-96.75242695]
850,[1685504.26381683],[-99.3929162]
950,[1546919.8220872],[-101.9779912]
1050,[1397879.77291989],[-104.09584648]
