Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[21887157.36159564],[-51.37616297]
150,[8897525.28112614],[-65.8621696]
250,[5812767.96985952],[-72.20033686]
350,[5172655.89028882],[-84.88395911]
450,[4017847.80168507],[-90.54728265]
550,[3205811.14791362],[-96.35635563]
650,[2646130.23506729],[-101.36545942]
750,[2422263.05538939],[-103.26022661]
850,[2093484.80848443],[-107.54671615]
950,[1889236.00111971],[-110.58260445]
1050,[1673254.79289023],[-113.46984026]
