Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[19070767.01929895],[-28.69746992]
150,[8248027.77857032],[-55.79791056]
250,[5416708.73184134],[-67.40013635]
350,[4150276.81807531],[-76.58475565]
450,[3253961.89132162],[-82.72945328]
550,[2712751.03173838],[-87.23399995]
650,[2288705.1990947],[-92.29845667]
750,[1979730.07092696],[-96.01416845]
850,[1738010.82871074],[-99.68493785]
950,[1583528.6937834],[-102.23090773]
1050,[1426544.20207885],[-105.60654169]
