Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[12541474.34331879],[-33.25148083]
150,[7382416.06729536],[-46.1790458]
250,[5442508.69553646],[-41.96290343]
350,[4221186.37153224],[-39.61841314]
450,[4608098.85811416],[-63.57587246]
550,[4088594.79134328],[-69.50325082]
650,[3644263.7631257],[-75.65027721]
750,[3254238.39906211],[-80.27972693]
850,[2938950.52456305],[-83.55191359]
950,[2644653.67839391],[-87.09604796]
1050,[2465064.54580955],[-91.88231318]
