Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[9654928.23233019],[-13.43707309]
150,[6631476.05753056],[-47.45843374]
250,[4853048.65200286],[-58.19052114]
350,[3813189.04042789],[-66.00972892]
450,[3159655.39594205],[-72.65974056]
550,[2689951.6421329],[-78.04602358]
650,[2301153.61782841],[-82.76972516]
750,[2031042.60203341],[-87.00075067]
850,[1800097.6592894],[-91.06878861]
950,[1651416.58168409],[-93.81599657]
1050,[1508640.08494559],[-96.94628555]
