Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[4070035.31228332],[-14.62929376]
150,[2913406.730155],[-37.14221971]
250,[2379712.6374086],[-40.07999232]
350,[2073252.6264534],[-44.38442743]
450,[1866863.81447124],[-49.69633676]
550,[1702299.96248467],[-54.65650367]
650,[1550597.2001235],[-59.75889896]
750,[1426273.11800898],[-63.99511029]
850,[1311356.13941349],[-68.36386599]
950,[1241440.47842221],[-71.54946498]
1050,[1143550.77615301],[-72.05271007]
