Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[9553928.71689001],[-13.12601244]
150,[6561605.65331327],[-47.66322477]
250,[4779923.34882251],[-57.38248792]
350,[3820656.78010026],[-66.01496934]
450,[3165874.22775944],[-72.81282235]
550,[2697458.41487261],[-78.33431783]
650,[2311601.8989216],[-83.36661655]
750,[2039780.09030251],[-87.57889408]
850,[1803381.78992704],[-91.49252165]
950,[1653494.94142758],[-94.22135834]
1050,[1505708.21108066],[-97.40234803]
