Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[6374665.00093042],[-36.26081336]
150,[3859788.66790319],[-47.69817689]
250,[2896819.71554913],[-52.15847821]
350,[2342037.61448798],[-58.5668573]
450,[1931311.18950377],[-63.35797744]
550,[1665624.63133621],[-67.52887916]
650,[1452647.5938988],[-71.61060345]
750,[1302000.21181383],[-74.95182865]
850,[1165744.44970405],[-78.29447742]
950,[1080944.36364206],[-80.6868543]
1050,[1009949.25678832],[-82.87259377]
