Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[3863829.88335642],[-26.84894481]
150,[2318270.30100247],[-50.74714087]
250,[1701738.87492744],[-55.16264714]
350,[1372007.87548009],[-57.95560434]
450,[1170859.30895374],[-60.57121395]
550,[1033470.52645718],[-62.72649712]
650,[921151.85236396],[-65.24815729]
750,[841094.63695688],[-67.54563743]
850,[772441.63759679],[-70.17565547]
950,[730769.18219566],[-71.97674109]
1050,[668789.9999966],[-75.07314549]
