Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[15969.76151297],[17.39394519]
150,[5766.74928591],[-1.75270376]
250,[5832.66721362],[-4.108016]
350,[5793.16854311],[-5.92982427]
450,[5798.68737097],[-7.46742777]
550,[5782.71982609],[-8.80727854]
650,[5762.23595005],[-10.40672186]
750,[5707.35952499],[-11.95234828]
850,[5722.49552252],[-13.59404862]
950,[5709.16526616],[-14.8077265]
1050,[5684.66013995],[-16.33335308]
