Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[13157940.63654807],[-34.00341156]
150,[7096040.96829396],[-65.56958294]
250,[4710602.4469613],[-67.97100787]
350,[3638631.84852341],[-72.0308853]
450,[2915325.14076011],[-74.44737223]
550,[2596495.55563452],[-78.34193491]
650,[2387028.62206092],[-83.59167803]
750,[2075967.29019278],[-84.7416671]
850,[1866972.33930217],[-88.02319702]
950,[1721961.25145504],[-89.38254463]
1050,[1787727.002087],[-92.93429949]
