Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[15354286.25319146],[-30.51094682]
150,[8630747.53574405],[-59.65325547]
250,[5550222.78766672],[-64.18151766]
350,[4944638.71770795],[-71.8957755]
450,[4571060.06405245],[-83.74711718]
550,[3883817.68485045],[-88.37470692]
650,[3358473.65491479],[-94.74276418]
750,[2955168.66806754],[-97.28161797]
850,[2599290.59921878],[-100.18155677]
950,[2366255.09200789],[-101.99593846]
1050,[2110441.92057676],[-103.10470905]
