Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[17027362.1820035],[-47.19298736]
150,[8679825.99631712],[-55.86699106]
250,[5556665.06800522],[-60.59581547]
350,[4474394.1402978],[-66.85459166]
450,[4129375.60791602],[-67.69995649]
550,[4042803.56097725],[-77.78821518]
650,[3507805.6931749],[-82.11534127]
750,[3227543.55377776],[-86.69910679]
850,[2802101.07228045],[-87.88776952]
950,[2296758.70538716],[-82.44746559]
1050,[2137666.41127341],[-86.76512129]
