Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[18329296.23349522],[-68.13074117]
150,[7769307.4328145],[-79.84024609]
250,[4977286.02613476],[-83.60289128]
350,[3645144.0142604],[-85.68205465]
450,[2867725.7053735],[-86.06398355]
550,[2415274.89116164],[-89.69419704]
650,[2003373.07417951],[-89.91053439]
750,[1778663.68036358],[-93.84602287]
850,[1592278.15174396],[-97.57960753]
950,[1466650.85326223],[-99.14454493]
1050,[1336126.78394019],[-101.67826157]
