Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[27403920.45417292],[-71.99049383]
150,[10467167.72375986],[-78.95253232]
250,[7836406.17419625],[-83.93141535]
350,[5333456.59148576],[-82.87996993]
450,[4267321.46014696],[-85.81150469]
550,[3523402.16959381],[-86.85834238]
650,[2748160.05370657],[-84.59735326]
750,[2603684.4794404],[-91.02674378]
850,[2251101.37897719],[-91.74543556]
950,[2149034.11813361],[-96.23101323]
1050,[1938191.74787824],[-97.58310417]
