Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[25638.75686702],[59.56017073]
150,[4004.28282697],[-1.16055724]
250,[3974.17823321],[-3.34603368]
350,[3954.74605486],[-4.1223701]
450,[3960.76994027],[-4.51523506]
550,[3957.93421963],[-5.41051988]
650,[3960.48756767],[-6.3936025]
750,[3963.46506603],[-7.41565804]
850,[3937.91792064],[-8.47736093]
950,[3923.56267326],[-9.27530514]
1050,[3896.48100655],[-10.17562763]
