Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[22453083.73592177],[-79.1376071]
150,[7752137.88986864],[-77.75258895]
250,[4829662.05865606],[-82.00593294]
350,[3533796.37584378],[-85.29364014]
450,[2798418.67530066],[-88.60008078]
550,[2321507.9645736],[-91.47451843]
650,[1950234.07095329],[-94.26115514]
750,[1700024.02731514],[-96.77331398]
850,[1489360.73267549],[-99.25147615]
950,[1365614.53607068],[-101.20543498]
1050,[1238671.37467662],[-102.68947763]
