Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[7372609.47428257],[-58.90717007]
150,[3030351.43664637],[-79.87600588]
250,[1906757.76803731],[-81.44702499]
350,[1405862.46208299],[-83.06151315]
450,[1124475.71588927],[-85.01511773]
550,[938695.5062928],[-86.65156621]
650,[794751.88700146],[-88.57707276]
750,[697310.19767752],[-90.29436351]
850,[616377.6943311],[-92.09405777]
950,[565221.2238958],[-93.52381188]
1050,[514841.60777576],[-95.03809839]
