Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[4879807.35653846],[-73.4411504]
150,[1912227.51431713],[-82.47443586]
250,[1186308.89642469],[-84.68590106]
350,[868912.8903798],[-86.52078879]
450,[687920.9696016],[-88.22174346]
550,[571939.83366349],[-89.92138647]
650,[480954.96710702],[-91.65596103]
750,[421496.90283069],[-93.27329677]
850,[371036.04370764],[-95.02177521]
950,[339978.52286219],[-96.20837023]
1050,[311314.75988871],[-97.82937203]
