Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[10366276.63363158],[-76.89228813]
150,[3885069.38920654],[-80.02077609]
250,[2428203.75708262],[-80.01635182]
350,[1788237.23285882],[-81.88374949]
450,[1415995.25696647],[-83.87747942]
550,[1179097.42456013],[-85.42915954]
650,[995951.1395746],[-87.16412978]
750,[870670.46900644],[-88.53903679]
850,[765693.06025916],[-89.92899765]
950,[703072.29706025],[-91.05548129]
1050,[632851.45742185],[-92.54899764]
