Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[22310262.30041867],[-32.43027603]
150,[15212141.20293908],[-75.7080051]
250,[9276867.50961109],[-81.67122319]
350,[6893232.51939722],[-87.33940939]
450,[5311414.19265201],[-88.46933161]
550,[4431599.30035018],[-92.44427114]
650,[3701206.35259836],[-99.88830778]
750,[3199865.20218087],[-102.74456658]
850,[2782195.44952938],[-105.79040593]
950,[2523795.50684332],[-109.56413336]
1050,[2267391.80867997],[-112.19293387]
