Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[4623700.96023192],[-77.09265455]
150,[1834491.88195376],[-80.23989734]
250,[1155470.71689355],[-81.90322964]
350,[846704.31891495],[-82.96514705]
450,[672401.37380331],[-83.86034506]
550,[559404.57193888],[-84.73209797]
650,[470308.01993548],[-85.61420913]
750,[412967.26258125],[-86.44241082]
850,[363472.48917209],[-87.29694216]
950,[333758.5851635],[-87.9177303]
1050,[303133.58218421],[-88.62874294]
