Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[4116874.04726456],[-76.65376534]
150,[1601405.76715239],[-80.47787835]
250,[1006548.39785499],[-82.24924253]
350,[735301.54832962],[-83.58455333]
450,[580713.88064518],[-84.81937943]
550,[483383.99999333],[-85.9625205]
650,[405817.01276897],[-87.11503327]
750,[357275.71126701],[-88.18783039]
850,[314822.60677061],[-89.30481952]
950,[289320.4472189],[-90.13813398]
1050,[262010.16024869],[-91.11210601]
