Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[3963640.62212261],[-76.41760537]
150,[1557281.0307747],[-80.4375573]
250,[985695.73422726],[-82.31235562]
350,[729243.02108041],[-83.60423002]
450,[578318.67100932],[-84.86886865]
550,[482772.87996724],[-86.01417892]
650,[405700.30900748],[-87.19816251]
750,[357138.07645249],[-88.26456647]
850,[314837.86611301],[-89.36998706]
950,[289242.44565375],[-90.187035]
1050,[262068.24400281],[-91.15456098]
