Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[15962.28872777],[42.70310212]
150,[8445.01357376],[-17.61342596]
250,[3878.75871891],[-3.57956301]
350,[3706.35759867],[-4.14303656]
450,[3745.50540761],[-5.21522079]
550,[3699.12426167],[-6.53046576]
650,[3706.69311415],[-7.87971818]
750,[3678.83805386],[-8.96747331]
850,[3677.34188549],[-10.20125066]
950,[3655.39185842],[-11.13016683]
1050,[3650.53076667],[-12.21709872]
