Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[22183583.00157074],[-80.71199971]
150,[7857269.59919618],[-77.10201255]
250,[4917495.5612673],[-82.66904857]
350,[3601931.73539571],[-86.71587128]
450,[2850099.76051582],[-90.49954184]
550,[2364306.10930238],[-93.76917287]
650,[1990481.9087029],[-97.28668915]
750,[1735953.34637667],[-100.12603652]
850,[1521784.89902696],[-103.12582879]
950,[1392150.79362927],[-105.30441491]
1050,[1259848.64930925],[-108.32193721]
