Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[6353712.8832887],[-72.31536099]
150,[2484460.65017348],[-82.41201361]
250,[1534666.78488292],[-84.21146799]
350,[1120489.70946831],[-85.83773655]
450,[891331.7476686],[-87.3052544]
550,[738216.33260696],[-88.77862168]
650,[622740.54861425],[-90.22757672]
750,[544468.52791045],[-91.5922255]
850,[478409.76959823],[-93.07851809]
950,[439311.42817949],[-94.10384738]
1050,[399449.91034434],[-95.43356473]
