Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[7375299.82169011],[-58.38948701]
150,[3040141.26817183],[-79.97199116]
250,[1915139.38178],[-81.56619333]
350,[1411036.04264256],[-83.14656613]
450,[1128133.932861],[-84.99724818]
550,[941969.38340225],[-86.75052025]
650,[797067.47969892],[-88.65564013]
750,[699292.16761024],[-90.41847795]
850,[617352.5955724],[-92.17572367]
950,[566188.63234411],[-93.48108814]
1050,[517004.54452506],[-95.14048768]
