Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[3725.22031084],[-6.72563225]
150,[3840.273679],[-1.92100049]
250,[3728.90059572],[-3.61378067]
350,[3740.28469948],[-4.43145155]
450,[3732.37621584],[-5.58556559]
550,[3718.7351353],[-6.66239269]
650,[3702.79359962],[-7.98359092]
750,[3681.42268962],[-9.02893339]
850,[3665.60293882],[-10.06206018]
950,[3659.6497206],[-11.13842776]
1050,[3647.16825121],[-12.13917015]
