Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[6357412.48538564],[-71.99259496]
150,[2481411.56215196],[-82.33816515]
250,[1535442.54892821],[-84.16693948]
350,[1120376.87400135],[-85.77772757]
450,[890734.07114646],[-87.27828828]
550,[738897.05220776],[-88.7439492]
650,[622530.26216419],[-90.1808245]
750,[543979.81070886],[-91.53739736]
850,[477478.40632762],[-92.96971447]
950,[438797.55026261],[-94.05736421]
1050,[398188.11387238],[-95.40882984]
