Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[2709329.60467779],[-77.67591344]
150,[1164087.55527627],[-81.19576871]
250,[732055.76351234],[-82.65659168]
350,[540393.72377999],[-83.84942057]
450,[429314.84569245],[-84.94693171]
550,[357923.08584727],[-85.93778673]
650,[303052.7945503],[-86.96693693]
750,[265524.53720661],[-87.85914658]
850,[233873.45633786],[-88.83123025]
950,[215006.58248211],[-89.562908]
1050,[195495.54276809],[-90.40580493]
