Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,16369.470868618817,-66.15053766614791
150,2720.758281242731,-25.1236900398157
250,2441.436296817396,-27.8016918472366
350,2262.3777804531555,-25.417202851677793
450,2090.3719363712016,-26.959749719807988
550,1995.6867750678484,-27.500570209395068
650,1889.3631691185694,-28.68382356267564
750,1807.9592206411437,-29.52484702556074
850,1732.111519505492,-30.339571154574028
950,1687.605786656916,-31.18790471814207
1050,1622.924213556618,-31.87311009269157
