Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,4986075.7870783135,-14.193164008170424
150,4365050.205629434,-25.423967100039373
250,3795369.033937197,-32.45013982911681
350,3371545.635877189,-43.24488437230714
450,2967163.6939789834,-52.04048929171838
550,2630884.0500421706,-59.04736822636839
650,2378796.5186503506,-67.58810085256816
750,2461082.678633003,-72.18788620360336
850,2221048.2334062294,-77.51308385083236
950,2085192.4402325382,-82.08710329087253
1050,1910436.694361585,-86.41137871567408
