Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,14554437.631263854,-48.68912434503713
150,7186733.515421929,-58.02096932757237
250,5062759.965791451,-67.3710604292587
350,3939586.1567589026,-74.94241017243868
450,3152104.856405164,-79.2981431556509
550,2638738.77565925,-83.51057151485632
650,2207220.2263382883,-86.3838749857436
750,1952630.6812091514,-90.5195908477734
850,1740939.4428376942,-95.05834800947115
950,1564435.7949082933,-95.91514179057106
1050,1487572.9516445168,-95.85049688572276
