Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,12002107.789186409,-13.789190475347418
150,7777070.883074282,-50.56824067725015
250,5605905.355454987,-61.50708072707173
350,4291548.2230087435,-68.98010332272993
450,3310329.147061305,-69.68741265376742
550,2745038.687955365,-71.9686023093914
650,2420531.5153897307,-78.33029438035699
750,2121852.233112313,-81.38755755201404
850,2189711.45581166,-85.40655798644771
950,2036838.3633509872,-89.49476891962678
1050,1860616.9451049627,-92.79691999709797
