Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3981.603912592839,-31.653327561275944
150,2719.8104450163896,-26.94955254278803
250,2337.264603307197,-27.167005085468986
350,2121.18912367382,-28.41641717810967
450,2017.4156526122813,-28.683601670253637
550,1925.6733617137454,-30.010114519309166
650,1842.4567761771652,-30.549968373664207
750,1705.963281439128,-31.458259496211344
850,1667.7804006605816,-32.34033317106093
950,1632.1969666985951,-33.022753910462455
1050,1545.6091024906536,-33.70234258938254
