Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,7998350.228045576,-16.045060442491927
150,5622397.304484408,-43.84648632981067
250,4719647.2240577545,-50.53614553772401
350,3993192.583393706,-60.4875866948962
450,3386128.9851383874,-67.2932091684611
550,2903172.4411920314,-71.96525067483533
650,2851141.7754219444,-76.29352361860565
750,2537591.7478754837,-79.43099010949018
850,2257374.150129136,-82.23461987847298
950,2072301.794141778,-84.05602996054373
1050,1887907.6732992083,-85.97991982228089
