Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3567737.559990391,117.2711082904342
150,388965.60786405863,-105.22204800664406
250,138172.5191885001,20.265336052806965
350,99366.9701442256,-18.635446582065587
450,37712.857789450034,171.2065063484156
550,85372.41308102368,-9.535481278352567
650,37833.8810947736,167.84069943179446
750,28290.944476463814,41.19863923938908
850,39898.16282262787,-67.94640562860538
950,22274.520089941674,-113.6662242117603
1050,27206.036447485374,-57.012617631314804
