Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,223051.63040544107,-26.89008124498616
150,161534.70368800516,-25.459217755429663
250,146501.52047080587,-26.514935920540992
350,137257.74901431866,-28.94794693652158
450,129883.39437820368,-31.82150735771232
550,124610.14490714544,-34.726340150122034
650,118616.09091068823,-37.98891870008288
750,113848.31801036636,-40.90643387750033
850,109755.70469693086,-44.18204099030154
950,107432.3969744628,-46.66767815587876
1050,105668.48775224775,-49.50694247709241
