Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,3166848.3927549883,175.55244859519206
150,215266.30446986953,-3.1355182765062963
250,85677.58599728181,6.026363212595871
350,76383.64959404843,-12.361444665255886
450,67226.158485863,-15.9691228380891
550,66072.56168017063,-19.395673877200224
650,63705.692762009654,-25.54068083835798
750,59618.84920791839,-27.28861139982319
850,59381.830481020705,-30.208118502548565
950,55186.305087243774,-32.22607652674632
1050,53231.1049856749,-33.360180555755655
