Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,12894612.460484345,3.2183317932338786
150,5592611.5370291965,-52.47684539059986
250,4673682.842873469,-58.677450930685396
350,3732788.2230607043,-58.31217523679279
450,3121858.171679958,-64.16813009654145
550,2669634.570621965,-66.51150352642408
650,2341059.780997629,-67.472810656349
750,2060142.6056241975,-72.05288680011788
850,1836908.5358576754,-77.60577339197097
950,1667095.4287811606,-79.26894466175368
1050,1543966.601499227,-82.91427336920776
