Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,140256.64430522776,-167.76164608090272
150,1391.7364002500826,-23.02109420967589
250,1574.4230902066504,-10.126473878962797
350,1513.6378239424264,-14.310970944253178
450,1574.9338170288388,-14.733018300136184
550,1540.287823745859,-12.856259438220997
650,1576.023155835185,-13.751900386252297
750,1509.842106640937,-12.800093997745233
850,1501.7979267448532,-15.365343602560595
950,1500.631054958252,-14.322159997843983
1050,1482.8319748309957,-15.815176789905872
